OutageID,StartTime,DurationMinutes,Feeder,Cause,AffectedCustomers,EndTime
1583,2023-08-20 08:00:00,43,Feeder_6,Unknown,24,2023-08-20 08:43:00
1584,2023-08-20 08:00:00,386,Feeder_6,Equipment Failure,272,2023-08-20 14:26:00
1585,2023-08-20 14:00:00,25,Feeder_9,Weather (High Wind),391,2023-08-20 14:25:00
1586,2023-08-20 16:00:00,111,Feeder_1,Overload,929,2023-08-20 17:51:00
1587,2023-08-20 16:00:00,372,Feeder_6,Tree Contact,307,2023-08-20 22:12:00
1588,2023-08-20 16:00:00,456,Feeder_5,Overload,226,2023-08-20 23:36:00
1589,2023-08-20 21:00:00,217,Feeder_6,Overload,426,2023-08-21 00:37:00
1590,2023-08-20 21:00:00,425,Feeder_8,Overload,995,2023-08-21 04:05:00
1591,2023-08-21 01:00:00,35,Feeder_5,Planned Maintenance,450,2023-08-21 01:35:00
1592,2023-08-21 03:00:00,53,Feeder_2,Tree Contact,85,2023-08-21 03:53:00
1593,2023-08-21 05:00:00,237,Feeder_2,Planned Maintenance,39,2023-08-21 08:57:00
1594,2023-08-21 06:00:00,116,Feeder_10,Tree Contact,448,2023-08-21 07:56:00
1595,2023-08-21 10:00:00,60,Feeder_5,Weather (Heavy Rain),1487,2023-08-21 11:00:00
1596,2023-08-21 13:00:00,80,Feeder_3,Weather (Heavy Rain),614,2023-08-21 14:20:00
1597,2023-08-21 17:00:00,105,Feeder_10,Unknown,93,2023-08-21 18:45:00
1598,2023-08-21 17:00:00,178,Feeder_3,Tree Contact,63,2023-08-21 19:58:00
1599,2023-08-21 18:00:00,473,Feeder_8,Overload,624,2023-08-22 01:53:00
1600,2023-08-21 20:00:00,125,Feeder_7,Unknown,292,2023-08-21 22:05:00
1601,2023-08-21 20:00:00,352,Feeder_1,Equipment Failure,349,2023-08-22 01:52:00
1602,2023-08-21 22:00:00,137,Feeder_5,Unknown,452,2023-08-22 00:17:00
1603,2023-08-22 00:00:00,207,Feeder_9,Equipment Failure,272,2023-08-22 03:27:00
1604,2023-08-22 00:00:00,461,Feeder_4,Weather (High Wind),1244,2023-08-22 07:41:00
1605,2023-08-22 00:00:00,113,Feeder_1,Equipment Failure,369,2023-08-22 01:53:00
1606,2023-08-22 02:00:00,305,Feeder_8,Unknown,231,2023-08-22 07:05:00
1607,2023-08-22 04:00:00,173,Feeder_5,Weather (Heavy Rain),537,2023-08-22 06:53:00
1608,2023-08-22 07:00:00,426,Feeder_2,Overload,767,2023-08-22 14:06:00
1609,2023-08-22 08:00:00,117,Feeder_1,Equipment Failure,407,2023-08-22 09:57:00
1610,2023-08-22 10:00:00,399,Feeder_3,Tree Contact,403,2023-08-22 16:39:00
1611,2023-08-22 11:00:00,295,Feeder_9,Planned Maintenance,315,2023-08-22 15:55:00
1612,2023-08-22 14:00:00,57,Feeder_1,Tree Contact,155,2023-08-22 14:57:00
1613,2023-08-23 02:00:00,98,Feeder_4,Overload,567,2023-08-23 03:38:00
1614,2023-08-23 02:00:00,465,Feeder_8,Weather (Heavy Rain),382,2023-08-23 09:45:00
1615,2023-08-23 03:00:00,205,Feeder_8,Tree Contact,317,2023-08-23 06:25:00
1616,2023-08-23 06:00:00,65,Feeder_10,Equipment Failure,462,2023-08-23 07:05:00
1617,2023-08-23 06:00:00,400,Feeder_8,Equipment Failure,445,2023-08-23 12:40:00
1618,2023-08-23 08:00:00,224,Feeder_10,Planned Maintenance,168,2023-08-23 11:44:00
1619,2023-08-23 10:00:00,140,Feeder_8,Unknown,494,2023-08-23 12:20:00
1620,2023-08-23 12:00:00,462,Feeder_4,Overload,509,2023-08-23 19:42:00
1621,2023-08-23 17:00:00,472,Feeder_8,Planned Maintenance,416,2023-08-24 00:52:00
1622,2023-08-23 18:00:00,83,Feeder_9,Equipment Failure,361,2023-08-23 19:23:00
1623,2023-08-23 21:00:00,279,Feeder_7,Tree Contact,307,2023-08-24 01:39:00
1624,2023-08-24 04:00:00,272,Feeder_2,Weather (Heavy Rain),968,2023-08-24 08:32:00
1625,2023-08-24 05:00:00,432,Feeder_9,Overload,304,2023-08-24 12:12:00
1626,2023-08-24 09:00:00,202,Feeder_8,Weather (Heavy Rain),1432,2023-08-24 12:22:00
1627,2023-08-24 10:00:00,244,Feeder_5,Unknown,122,2023-08-24 14:04:00
1628,2023-08-24 15:00:00,203,Feeder_3,Unknown,187,2023-08-24 18:23:00
1629,2023-08-24 16:00:00,429,Feeder_7,Equipment Failure,470,2023-08-24 23:09:00
1630,2023-08-24 20:00:00,24,Feeder_2,Overload,217,2023-08-24 20:24:00
1631,2023-08-24 21:00:00,128,Feeder_3,Unknown,133,2023-08-24 23:08:00
1632,2023-08-25 04:00:00,90,Feeder_9,Overload,404,2023-08-25 05:30:00
1633,2023-08-25 05:00:00,178,Feeder_4,Weather (High Wind),477,2023-08-25 07:58:00
1634,2023-08-25 11:00:00,99,Feeder_4,Overload,242,2023-08-25 12:39:00
1635,2023-08-25 22:00:00,63,Feeder_3,Tree Contact,485,2023-08-25 23:03:00
1636,2023-08-26 02:00:00,340,Feeder_5,Equipment Failure,307,2023-08-26 07:40:00
1637,2023-08-26 05:00:00,191,Feeder_3,Unknown,54,2023-08-26 08:11:00
1638,2023-08-26 06:00:00,401,Feeder_9,Unknown,103,2023-08-26 12:41:00
1639,2023-08-26 07:00:00,472,Feeder_3,Overload,288,2023-08-26 14:52:00
1640,2023-08-26 08:00:00,403,Feeder_2,Unknown,428,2023-08-26 14:43:00
1641,2023-08-26 10:00:00,232,Feeder_5,Tree Contact,287,2023-08-26 13:52:00
1642,2023-08-26 11:00:00,203,Feeder_6,Equipment Failure,137,2023-08-26 14:23:00
1643,2023-08-26 11:00:00,360,Feeder_1,Planned Maintenance,467,2023-08-26 17:00:00
1644,2023-08-26 16:00:00,244,Feeder_6,Weather (Heavy Rain),549,2023-08-26 20:04:00
1645,2023-08-26 22:00:00,269,Feeder_10,Overload,785,2023-08-27 02:29:00
1646,2023-08-27 01:00:00,250,Feeder_3,Overload,356,2023-08-27 05:10:00
1647,2023-08-27 10:00:00,40,Feeder_4,Unknown,207,2023-08-27 10:40:00
1648,2023-08-27 12:00:00,86,Feeder_6,Unknown,201,2023-08-27 13:26:00
1649,2023-08-27 14:00:00,275,Feeder_8,Unknown,366,2023-08-27 18:35:00
1650,2023-08-27 18:00:00,268,Feeder_9,Equipment Failure,16,2023-08-27 22:28:00
1651,2023-08-27 18:00:00,285,Feeder_6,Planned Maintenance,53,2023-08-27 22:45:00
1652,2023-08-28 01:00:00,137,Feeder_7,Overload,465,2023-08-28 03:17:00
1653,2023-08-28 02:00:00,158,Feeder_5,Unknown,16,2023-08-28 04:38:00
1654,2023-08-28 02:00:00,271,Feeder_9,Equipment Failure,203,2023-08-28 06:31:00
1655,2023-08-28 05:00:00,158,Feeder_4,Tree Contact,325,2023-08-28 07:38:00
1656,2023-08-28 08:00:00,435,Feeder_10,Tree Contact,10,2023-08-28 15:15:00
1657,2023-08-28 09:00:00,273,Feeder_6,Unknown,71,2023-08-28 13:33:00
1658,2023-08-28 14:00:00,450,Feeder_5,Planned Maintenance,352,2023-08-28 21:30:00
1659,2023-08-28 14:00:00,61,Feeder_1,Tree Contact,98,2023-08-28 15:01:00
1660,2023-08-28 16:00:00,365,Feeder_5,Weather (Heavy Rain),1064,2023-08-28 22:05:00
1661,2023-08-28 17:00:00,27,Feeder_5,Unknown,117,2023-08-28 17:27:00
1662,2023-08-28 19:00:00,390,Feeder_9,Equipment Failure,144,2023-08-29 01:30:00
1663,2023-08-28 21:00:00,222,Feeder_1,Unknown,380,2023-08-29 00:42:00
1664,2023-08-28 23:00:00,325,Feeder_5,Unknown,319,2023-08-29 04:25:00
1665,2023-08-29 12:00:00,249,Feeder_7,Equipment Failure,76,2023-08-29 16:09:00
1666,2023-08-29 14:00:00,163,Feeder_6,Equipment Failure,102,2023-08-29 16:43:00
1667,2023-08-29 16:00:00,336,Feeder_6,Overload,333,2023-08-29 21:36:00
1668,2023-08-29 16:00:00,452,Feeder_7,Equipment Failure,198,2023-08-29 23:32:00
1669,2023-08-29 19:00:00,169,Feeder_6,Tree Contact,68,2023-08-29 21:49:00
1670,2023-08-29 19:00:00,180,Feeder_5,Planned Maintenance,196,2023-08-29 22:00:00
1671,2023-08-29 22:00:00,104,Feeder_10,Weather (Heavy Rain),966,2023-08-29 23:44:00
1672,2023-08-30 04:00:00,200,Feeder_5,Equipment Failure,78,2023-08-30 07:20:00
1673,2023-08-30 04:00:00,332,Feeder_9,Weather (High Wind),1202,2023-08-30 09:32:00
1674,2023-08-30 07:00:00,372,Feeder_8,Weather (High Wind),390,2023-08-30 13:12:00
1675,2023-08-30 07:00:00,188,Feeder_10,Unknown,17,2023-08-30 10:08:00
1676,2023-08-30 09:00:00,231,Feeder_4,Equipment Failure,471,2023-08-30 12:51:00
1677,2023-08-30 13:00:00,409,Feeder_4,Weather (High Wind),638,2023-08-30 19:49:00
1678,2023-08-30 13:00:00,470,Feeder_10,Unknown,320,2023-08-30 20:50:00
1679,2023-08-30 14:00:00,278,Feeder_5,Weather (Heavy Rain),468,2023-08-30 18:38:00
1680,2023-08-30 17:00:00,111,Feeder_3,Tree Contact,394,2023-08-30 18:51:00
1681,2023-08-31 00:00:00,131,Feeder_8,Equipment Failure,65,2023-08-31 02:11:00
1682,2023-08-31 02:00:00,213,Feeder_7,Unknown,490,2023-08-31 05:33:00
1683,2023-08-31 10:00:00,334,Feeder_5,Tree Contact,369,2023-08-31 15:34:00
1684,2023-08-31 19:00:00,35,Feeder_10,Unknown,468,2023-08-31 19:35:00
1685,2023-08-31 19:00:00,214,Feeder_3,Unknown,123,2023-08-31 22:34:00
1686,2023-08-31 23:00:00,385,Feeder_5,Tree Contact,97,2023-09-01 05:25:00
1687,2023-08-31 23:00:00,461,Feeder_3,Weather (Heavy Rain),1462,2023-09-01 06:41:00
1688,2023-09-01 00:00:00,355,Feeder_10,Equipment Failure,117,2023-09-01 05:55:00
1689,2023-09-01 10:00:00,462,Feeder_5,Overload,663,2023-09-01 17:42:00
1690,2023-09-01 13:00:00,262,Feeder_1,Planned Maintenance,153,2023-09-01 17:22:00
1691,2023-09-01 18:00:00,290,Feeder_6,Weather (High Wind),877,2023-09-01 22:50:00
1692,2023-09-01 23:00:00,278,Feeder_10,Tree Contact,153,2023-09-02 03:38:00
1693,2023-09-02 11:00:00,72,Feeder_4,Unknown,65,2023-09-02 12:12:00
1694,2023-09-02 11:00:00,316,Feeder_4,Overload,800,2023-09-02 16:16:00
1695,2023-09-02 14:00:00,45,Feeder_8,Tree Contact,360,2023-09-02 14:45:00
1696,2023-09-02 21:00:00,263,Feeder_2,Tree Contact,15,2023-09-03 01:23:00
1697,2023-09-02 22:00:00,107,Feeder_4,Overload,947,2023-09-02 23:47:00
1698,2023-09-03 01:00:00,279,Feeder_2,Unknown,456,2023-09-03 05:39:00
1699,2023-09-03 02:00:00,285,Feeder_1,Weather (High Wind),1079,2023-09-03 06:45:00
1700,2023-09-03 04:00:00,108,Feeder_10,Weather (Heavy Rain),469,2023-09-03 05:48:00
1701,2023-09-03 09:00:00,168,Feeder_3,Weather (Heavy Rain),661,2023-09-03 11:48:00
1702,2023-09-03 11:00:00,408,Feeder_8,Equipment Failure,371,2023-09-03 17:48:00
1703,2023-09-03 12:00:00,299,Feeder_6,Tree Contact,354,2023-09-03 16:59:00
1704,2023-09-03 15:00:00,94,Feeder_7,Weather (High Wind),543,2023-09-03 16:34:00
1705,2023-09-03 15:00:00,306,Feeder_2,Unknown,311,2023-09-03 20:06:00
1706,2023-09-03 15:00:00,98,Feeder_6,Unknown,130,2023-09-03 16:38:00
1707,2023-09-03 18:00:00,379,Feeder_8,Overload,331,2023-09-04 00:19:00
1708,2023-09-03 21:00:00,388,Feeder_8,Tree Contact,108,2023-09-04 03:28:00
1709,2023-09-04 02:00:00,51,Feeder_4,Equipment Failure,175,2023-09-04 02:51:00
1710,2023-09-04 02:00:00,356,Feeder_6,Equipment Failure,334,2023-09-04 07:56:00
1711,2023-09-04 03:00:00,341,Feeder_5,Tree Contact,328,2023-09-04 08:41:00
1712,2023-09-04 07:00:00,421,Feeder_9,Weather (Heavy Rain),437,2023-09-04 14:01:00
1713,2023-09-04 15:00:00,439,Feeder_8,Overload,940,2023-09-04 22:19:00
1714,2023-09-04 22:00:00,246,Feeder_2,Weather (High Wind),1351,2023-09-05 02:06:00
1715,2023-09-05 02:00:00,107,Feeder_7,Planned Maintenance,334,2023-09-05 03:47:00
1716,2023-09-05 11:00:00,350,Feeder_7,Overload,233,2023-09-05 16:50:00
1717,2023-09-05 13:00:00,116,Feeder_1,Planned Maintenance,309,2023-09-05 14:56:00
1718,2023-09-05 13:00:00,426,Feeder_1,Overload,282,2023-09-05 20:06:00
1719,2023-09-05 16:00:00,446,Feeder_4,Weather (Heavy Rain),818,2023-09-05 23:26:00
1720,2023-09-05 18:00:00,180,Feeder_5,Unknown,236,2023-09-05 21:00:00
1721,2023-09-05 21:00:00,173,Feeder_4,Weather (Heavy Rain),632,2023-09-05 23:53:00
1722,2023-09-05 23:00:00,28,Feeder_7,Unknown,383,2023-09-05 23:28:00
1723,2023-09-06 04:00:00,387,Feeder_3,Equipment Failure,248,2023-09-06 10:27:00
1724,2023-09-06 07:00:00,239,Feeder_7,Weather (Heavy Rain),1264,2023-09-06 10:59:00
1725,2023-09-06 16:00:00,87,Feeder_8,Weather (Heavy Rain),862,2023-09-06 17:27:00
1726,2023-09-06 17:00:00,263,Feeder_6,Weather (High Wind),725,2023-09-06 21:23:00
1727,2023-09-06 22:00:00,105,Feeder_6,Unknown,237,2023-09-06 23:45:00
1728,2023-09-07 02:00:00,230,Feeder_8,Planned Maintenance,451,2023-09-07 05:50:00
1729,2023-09-07 07:00:00,475,Feeder_8,Planned Maintenance,302,2023-09-07 14:55:00
1730,2023-09-07 08:00:00,104,Feeder_7,Overload,331,2023-09-07 09:44:00
1731,2023-09-07 10:00:00,43,Feeder_6,Tree Contact,249,2023-09-07 10:43:00
1732,2023-09-07 12:00:00,449,Feeder_6,Weather (High Wind),1459,2023-09-07 19:29:00
1733,2023-09-07 13:00:00,319,Feeder_10,Weather (Heavy Rain),940,2023-09-07 18:19:00
1734,2023-09-07 15:00:00,441,Feeder_6,Unknown,22,2023-09-07 22:21:00
1735,2023-09-07 21:00:00,234,Feeder_8,Equipment Failure,399,2023-09-08 00:54:00
1736,2023-09-07 21:00:00,342,Feeder_1,Tree Contact,451,2023-09-08 02:42:00
1737,2023-09-08 08:00:00,229,Feeder_5,Weather (Heavy Rain),1008,2023-09-08 11:49:00
1738,2023-09-08 09:00:00,235,Feeder_3,Unknown,137,2023-09-08 12:55:00
1739,2023-09-08 12:00:00,403,Feeder_8,Unknown,313,2023-09-08 18:43:00
1740,2023-09-08 19:00:00,56,Feeder_6,Overload,627,2023-09-08 19:56:00
1741,2023-09-09 07:00:00,149,Feeder_2,Equipment Failure,20,2023-09-09 09:29:00
1742,2023-09-09 09:00:00,56,Feeder_7,Tree Contact,90,2023-09-09 09:56:00
1743,2023-09-09 16:00:00,178,Feeder_7,Tree Contact,270,2023-09-09 18:58:00
1744,2023-09-09 18:00:00,375,Feeder_5,Unknown,15,2023-09-10 00:15:00
1745,2023-09-09 19:00:00,297,Feeder_8,Tree Contact,467,2023-09-09 23:57:00
1746,2023-09-09 22:00:00,72,Feeder_5,Overload,403,2023-09-09 23:12:00
1747,2023-09-10 11:00:00,316,Feeder_1,Tree Contact,490,2023-09-10 16:16:00
1748,2023-09-11 06:00:00,336,Feeder_9,Tree Contact,231,2023-09-11 11:36:00
1749,2023-09-11 07:00:00,39,Feeder_4,Unknown,414,2023-09-11 07:39:00
1750,2023-09-11 10:00:00,87,Feeder_2,Equipment Failure,307,2023-09-11 11:27:00
1751,2023-09-11 17:00:00,387,Feeder_4,Overload,998,2023-09-11 23:27:00
1752,2023-09-11 18:00:00,425,Feeder_9,Unknown,420,2023-09-12 01:05:00
1753,2023-09-11 18:00:00,143,Feeder_2,Equipment Failure,12,2023-09-11 20:23:00
1754,2023-09-11 21:00:00,101,Feeder_4,Planned Maintenance,69,2023-09-11 22:41:00
1755,2023-09-11 22:00:00,344,Feeder_2,Tree Contact,230,2023-09-12 03:44:00
1756,2023-09-12 03:00:00,440,Feeder_5,Weather (Heavy Rain),406,2023-09-12 10:20:00
1757,2023-09-12 06:00:00,450,Feeder_3,Equipment Failure,358,2023-09-12 13:30:00
1758,2023-09-12 06:00:00,167,Feeder_10,Overload,535,2023-09-12 08:47:00
1759,2023-09-12 07:00:00,196,Feeder_2,Weather (Heavy Rain),859,2023-09-12 10:16:00
1760,2023-09-12 20:00:00,139,Feeder_9,Overload,696,2023-09-12 22:19:00
1761,2023-09-13 01:00:00,81,Feeder_5,Weather (Heavy Rain),437,2023-09-13 02:21:00
1762,2023-09-13 02:00:00,20,Feeder_10,Overload,641,2023-09-13 02:20:00
1763,2023-09-13 04:00:00,139,Feeder_5,Weather (High Wind),914,2023-09-13 06:19:00
1764,2023-09-13 09:00:00,328,Feeder_1,Unknown,453,2023-09-13 14:28:00
1765,2023-09-13 15:00:00,340,Feeder_6,Equipment Failure,483,2023-09-13 20:40:00
1766,2023-09-13 19:00:00,67,Feeder_7,Overload,457,2023-09-13 20:07:00
1767,2023-09-13 20:00:00,80,Feeder_1,Unknown,452,2023-09-13 21:20:00
1768,2023-09-13 22:00:00,328,Feeder_9,Weather (High Wind),346,2023-09-14 03:28:00
1769,2023-09-13 22:00:00,96,Feeder_8,Equipment Failure,112,2023-09-13 23:36:00
1770,2023-09-14 02:00:00,101,Feeder_8,Tree Contact,407,2023-09-14 03:41:00
1771,2023-09-14 06:00:00,16,Feeder_7,Overload,491,2023-09-14 06:16:00
1772,2023-09-14 10:00:00,218,Feeder_5,Equipment Failure,155,2023-09-14 13:38:00
1773,2023-09-14 11:00:00,164,Feeder_3,Unknown,299,2023-09-14 13:44:00
1774,2023-09-14 16:00:00,307,Feeder_9,Planned Maintenance,266,2023-09-14 21:07:00
1775,2023-09-15 00:00:00,418,Feeder_7,Weather (High Wind),667,2023-09-15 06:58:00
1776,2023-09-15 03:00:00,117,Feeder_10,Overload,324,2023-09-15 04:57:00
1777,2023-09-15 04:00:00,38,Feeder_10,Equipment Failure,473,2023-09-15 04:38:00
1778,2023-09-15 15:00:00,382,Feeder_8,Unknown,198,2023-09-15 21:22:00
1779,2023-09-15 16:00:00,226,Feeder_6,Equipment Failure,415,2023-09-15 19:46:00
1780,2023-09-15 22:00:00,79,Feeder_5,Tree Contact,187,2023-09-15 23:19:00
1781,2023-09-15 23:00:00,463,Feeder_8,Overload,862,2023-09-16 06:43:00
1782,2023-09-16 05:00:00,223,Feeder_3,Weather (Heavy Rain),305,2023-09-16 08:43:00
1783,2023-09-16 15:00:00,265,Feeder_7,Overload,958,2023-09-16 19:25:00
1784,2023-09-17 03:00:00,399,Feeder_2,Overload,374,2023-09-17 09:39:00
1785,2023-09-17 05:00:00,131,Feeder_3,Unknown,95,2023-09-17 07:11:00
1786,2023-09-17 06:00:00,130,Feeder_2,Weather (High Wind),822,2023-09-17 08:10:00
1787,2023-09-17 10:00:00,251,Feeder_5,Equipment Failure,463,2023-09-17 14:11:00
1788,2023-09-17 13:00:00,119,Feeder_7,Planned Maintenance,226,2023-09-17 14:59:00
1789,2023-09-17 17:00:00,273,Feeder_10,Overload,691,2023-09-17 21:33:00
1790,2023-09-17 20:00:00,60,Feeder_10,Tree Contact,203,2023-09-17 21:00:00
1791,2023-09-17 22:00:00,325,Feeder_1,Weather (High Wind),828,2023-09-18 03:25:00
1792,2023-09-18 11:00:00,345,Feeder_10,Overload,279,2023-09-18 16:45:00
1793,2023-09-18 11:00:00,230,Feeder_9,Tree Contact,474,2023-09-18 14:50:00
1794,2023-09-18 14:00:00,462,Feeder_1,Planned Maintenance,172,2023-09-18 21:42:00
1795,2023-09-18 16:00:00,315,Feeder_1,Unknown,285,2023-09-18 21:15:00
1796,2023-09-18 21:00:00,424,Feeder_10,Weather (Heavy Rain),365,2023-09-19 04:04:00
1797,2023-09-18 22:00:00,347,Feeder_8,Equipment Failure,139,2023-09-19 03:47:00
1798,2023-09-19 01:00:00,463,Feeder_6,Overload,818,2023-09-19 08:43:00
1799,2023-09-19 05:00:00,38,Feeder_6,Tree Contact,489,2023-09-19 05:38:00
1800,2023-09-19 08:00:00,472,Feeder_9,Overload,504,2023-09-19 15:52:00
1801,2023-09-19 12:00:00,49,Feeder_4,Tree Contact,476,2023-09-19 12:49:00
1802,2023-09-19 19:00:00,38,Feeder_8,Weather (High Wind),719,2023-09-19 19:38:00
1803,2023-09-20 00:00:00,42,Feeder_4,Equipment Failure,274,2023-09-20 00:42:00
1804,2023-09-20 06:00:00,478,Feeder_2,Overload,709,2023-09-20 13:58:00
1805,2023-09-20 07:00:00,30,Feeder_8,Weather (Heavy Rain),1233,2023-09-20 07:30:00
1806,2023-09-20 07:00:00,73,Feeder_7,Overload,543,2023-09-20 08:13:00
1807,2023-09-20 07:00:00,479,Feeder_4,Unknown,94,2023-09-20 14:59:00
1808,2023-09-20 08:00:00,257,Feeder_9,Tree Contact,205,2023-09-20 12:17:00
1809,2023-09-20 09:00:00,452,Feeder_9,Unknown,325,2023-09-20 16:32:00
1810,2023-09-20 09:00:00,221,Feeder_8,Unknown,252,2023-09-20 12:41:00
1811,2023-09-20 15:00:00,414,Feeder_1,Unknown,478,2023-09-20 21:54:00
1812,2023-09-20 16:00:00,285,Feeder_7,Equipment Failure,377,2023-09-20 20:45:00
1813,2023-09-20 17:00:00,263,Feeder_5,Unknown,351,2023-09-20 21:23:00
1814,2023-09-21 01:00:00,281,Feeder_7,Equipment Failure,186,2023-09-21 05:41:00
1815,2023-09-21 01:00:00,207,Feeder_9,Equipment Failure,139,2023-09-21 04:27:00
1816,2023-09-21 02:00:00,349,Feeder_2,Tree Contact,154,2023-09-21 07:49:00
1817,2023-09-21 05:00:00,232,Feeder_4,Equipment Failure,92,2023-09-21 08:52:00
1818,2023-09-21 06:00:00,129,Feeder_4,Equipment Failure,369,2023-09-21 08:09:00
1819,2023-09-21 14:00:00,82,Feeder_2,Overload,769,2023-09-21 15:22:00
1820,2023-09-21 19:00:00,313,Feeder_3,Overload,290,2023-09-22 00:13:00
1821,2023-09-21 19:00:00,339,Feeder_8,Weather (High Wind),797,2023-09-22 00:39:00
1822,2023-09-22 00:00:00,411,Feeder_9,Equipment Failure,469,2023-09-22 06:51:00
1823,2023-09-22 01:00:00,408,Feeder_6,Weather (Heavy Rain),630,2023-09-22 07:48:00
1824,2023-09-22 06:00:00,89,Feeder_10,Unknown,135,2023-09-22 07:29:00
1825,2023-09-22 06:00:00,117,Feeder_2,Tree Contact,480,2023-09-22 07:57:00
1826,2023-09-22 08:00:00,311,Feeder_2,Weather (High Wind),1067,2023-09-22 13:11:00
1827,2023-09-22 08:00:00,192,Feeder_7,Unknown,425,2023-09-22 11:12:00
1828,2023-09-22 17:00:00,229,Feeder_8,Equipment Failure,60,2023-09-22 20:49:00
1829,2023-09-22 22:00:00,469,Feeder_8,Tree Contact,97,2023-09-23 05:49:00
1830,2023-09-22 23:00:00,329,Feeder_6,Unknown,179,2023-09-23 04:29:00
1831,2023-09-23 01:00:00,53,Feeder_10,Unknown,72,2023-09-23 01:53:00
1832,2023-09-23 04:00:00,273,Feeder_8,Weather (High Wind),1300,2023-09-23 08:33:00
1833,2023-09-23 05:00:00,218,Feeder_1,Equipment Failure,198,2023-09-23 08:38:00
1834,2023-09-23 08:00:00,21,Feeder_9,Unknown,199,2023-09-23 08:21:00
1835,2023-09-23 10:00:00,63,Feeder_1,Equipment Failure,396,2023-09-23 11:03:00
1836,2023-09-23 11:00:00,40,Feeder_3,Tree Contact,98,2023-09-23 11:40:00
1837,2023-09-23 11:00:00,175,Feeder_9,Tree Contact,357,2023-09-23 13:55:00
1838,2023-09-23 14:00:00,371,Feeder_5,Tree Contact,341,2023-09-23 20:11:00
1839,2023-09-23 16:00:00,190,Feeder_9,Planned Maintenance,35,2023-09-23 19:10:00
1840,2023-09-23 20:00:00,93,Feeder_9,Unknown,185,2023-09-23 21:33:00
1841,2023-09-24 12:00:00,16,Feeder_6,Planned Maintenance,373,2023-09-24 12:16:00
1842,2023-09-24 12:00:00,397,Feeder_1,Equipment Failure,273,2023-09-24 18:37:00
1843,2023-09-24 13:00:00,469,Feeder_10,Weather (Heavy Rain),1454,2023-09-24 20:49:00
1844,2023-09-24 17:00:00,430,Feeder_7,Planned Maintenance,404,2023-09-25 00:10:00
1845,2023-09-24 22:00:00,146,Feeder_6,Tree Contact,51,2023-09-25 00:26:00
1846,2023-09-25 02:00:00,290,Feeder_9,Unknown,492,2023-09-25 06:50:00
1847,2023-09-25 03:00:00,131,Feeder_7,Unknown,484,2023-09-25 05:11:00
1848,2023-09-25 03:00:00,178,Feeder_4,Weather (High Wind),829,2023-09-25 05:58:00
1849,2023-09-25 06:00:00,302,Feeder_7,Equipment Failure,178,2023-09-25 11:02:00
1850,2023-09-25 08:00:00,42,Feeder_2,Weather (High Wind),542,2023-09-25 08:42:00
1851,2023-09-25 12:00:00,347,Feeder_6,Unknown,495,2023-09-25 17:47:00
1852,2023-09-25 12:00:00,15,Feeder_6,Tree Contact,156,2023-09-25 12:15:00
1853,2023-09-25 18:00:00,202,Feeder_2,Unknown,185,2023-09-25 21:22:00
1854,2023-09-25 22:00:00,70,Feeder_4,Overload,846,2023-09-25 23:10:00
1855,2023-09-25 22:00:00,49,Feeder_8,Weather (Heavy Rain),649,2023-09-25 22:49:00
1856,2023-09-26 00:00:00,126,Feeder_8,Weather (High Wind),1340,2023-09-26 02:06:00
1857,2023-09-26 07:00:00,300,Feeder_8,Weather (High Wind),1034,2023-09-26 12:00:00
1858,2023-09-26 09:00:00,324,Feeder_8,Unknown,169,2023-09-26 14:24:00
1859,2023-09-26 13:00:00,50,Feeder_1,Overload,368,2023-09-26 13:50:00
1860,2023-09-26 14:00:00,453,Feeder_2,Overload,533,2023-09-26 21:33:00
1861,2023-09-26 18:00:00,231,Feeder_4,Planned Maintenance,429,2023-09-26 21:51:00
1862,2023-09-27 00:00:00,94,Feeder_9,Equipment Failure,411,2023-09-27 01:34:00
1863,2023-09-27 09:00:00,328,Feeder_3,Tree Contact,83,2023-09-27 14:28:00
1864,2023-09-27 13:00:00,97,Feeder_6,Equipment Failure,361,2023-09-27 14:37:00
1865,2023-09-27 14:00:00,79,Feeder_7,Equipment Failure,27,2023-09-27 15:19:00
1866,2023-09-27 15:00:00,339,Feeder_8,Weather (High Wind),1181,2023-09-27 20:39:00
1867,2023-09-27 18:00:00,142,Feeder_7,Planned Maintenance,124,2023-09-27 20:22:00
1868,2023-09-27 20:00:00,321,Feeder_3,Equipment Failure,337,2023-09-28 01:21:00
1869,2023-09-27 21:00:00,36,Feeder_6,Overload,833,2023-09-27 21:36:00
1870,2023-09-28 07:00:00,230,Feeder_5,Equipment Failure,55,2023-09-28 10:50:00
1871,2023-09-28 08:00:00,121,Feeder_10,Tree Contact,448,2023-09-28 10:01:00
1872,2023-09-28 13:00:00,123,Feeder_4,Equipment Failure,47,2023-09-28 15:03:00
1873,2023-09-29 05:00:00,386,Feeder_1,Tree Contact,215,2023-09-29 11:26:00
1874,2023-09-29 07:00:00,371,Feeder_7,Planned Maintenance,395,2023-09-29 13:11:00
1875,2023-09-29 07:00:00,195,Feeder_8,Weather (High Wind),662,2023-09-29 10:15:00
1876,2023-09-29 09:00:00,370,Feeder_2,Overload,435,2023-09-29 15:10:00
1877,2023-09-29 10:00:00,178,Feeder_7,Weather (High Wind),1314,2023-09-29 12:58:00
